# filename:lineno [module]function flags format
drivers/i2c/i2c-core-base.c:432 [i2c_core]i2c_device_remove =_ "remove\012"
drivers/i2c/i2c-core-base.c:386 [i2c_core]i2c_device_probe =_ "probe\012"
drivers/i2c/i2c-core-base.c:337 [i2c_core]i2c_device_probe =_ "Using Host Notify IRQ\012"
drivers/i2c/i2c-core-base.c:257 [i2c_core]i2c_recover_bus =_ "Trying i2c bus recovery\012"
drivers/i2c/i2c-core-smbus.c:80 [i2c_core]i2c_smbus_check_pec =_ "Bad PEC 0x%02x vs. 0x%02x\012"
drivers/i2c/i2c-smbus.c:110 [i2c_smbus]smbus_alert =_ "SMBALERT# from dev 0x%02x, flag %d\012"
drivers/i2c/i2c-smbus.c:64 [i2c_smbus]smbus_do_alert =_ "alert with no driver\012"
drivers/i2c/busses/i2c-i801.c:1605 [i2c_i801]i801_probe =_ "SMBus using interrupt SMI#\012"
drivers/i2c/busses/i2c-i801.c:572 [i2c_i801]i801_isr_byte_done =_ "Discarding extra byte on block read\012"
drivers/i2c/busses/i2c-i801.c:562 [i2c_i801]i801_isr_byte_done =_ "SMBus block read size is %d\012"
drivers/i2c/busses/i2c-i801.c:473 [i2c_i801]i801_wait_byte_done =_ "BYTE_DONE Timeout!\012"
drivers/i2c/busses/i2c-i801.c:453 [i2c_i801]i801_wait_intr =_ "INTR Timeout!\012"
drivers/i2c/busses/i2c-i801.c:429 [i2c_i801]i801_check_post =_ "Lost arbitration\012"
drivers/i2c/busses/i2c-i801.c:424 [i2c_i801]i801_check_post =_ "No response\012"
drivers/i2c/busses/i2c-i801.c:421 [i2c_i801]i801_check_post =_ "PEC error\012"
drivers/i2c/busses/i2c-i801.c:380 [i2c_i801]i801_check_post =_ "Terminating the current operation\012"
drivers/i2c/busses/i2c-i801.c:347 [i2c_i801]i801_check_pre =_ "Clearing aux status flags (%02x)\012"
drivers/i2c/busses/i2c-i801.c:325 [i2c_i801]i801_check_pre =_ "Clearing status flags (%02x)\012"
drivers/pps/pps.c:414 [pps_core]pps_unregister_cdev =_ "unregistering pps%d\012"
drivers/pps/pps.c:397 [pps_core]pps_register_cdev =_ "source %s got cdev (%d:%d)\012"
drivers/pps/pps.c:344 [pps_core]pps_device_destruct =_ "deallocating pps%d\012"
drivers/pps/pps.c:268 [pps_core]pps_cdev_compat_ioctl =_ "PPS_FETCH\012"
drivers/pps/pps.c:215 [pps_core]pps_cdev_ioctl =_ "PPS_KC_BIND\012"
drivers/pps/pps.c:185 [pps_core]pps_cdev_ioctl =_ "PPS_FETCH\012"
drivers/pps/pps.c:174 [pps_core]pps_cdev_ioctl =_ "PPS_GETCAP\012"
drivers/pps/pps.c:162 [pps_core]pps_cdev_ioctl =_ "time format unspecified (%x)\012"
drivers/pps/pps.c:149 [pps_core]pps_cdev_ioctl =_ "unsupported capabilities (%x)\012"
drivers/pps/pps.c:142 [pps_core]pps_cdev_ioctl =_ "capture mode unspecified (%x)\012"
drivers/pps/pps.c:131 [pps_core]pps_cdev_ioctl =_ "PPS_SETPARAMS\012"
drivers/pps/pps.c:115 [pps_core]pps_cdev_ioctl =_ "PPS_GETPARAMS\012"
drivers/pps/pps.c:97 [pps_core]pps_cdev_pps_fetch =_ "pending signal caught\012"
drivers/pps/pps.c:81 [pps_core]pps_cdev_pps_fetch =_ "timeout %lld.%09d\012"
drivers/pps/kapi.c:219 [pps_core]pps_event =_ "capture clear seq #%u\012"
drivers/pps/kapi.c:205 [pps_core]pps_event =_ "capture assert seq #%u\012"
drivers/pps/kapi.c:183 [pps_core]pps_event =_ "PPS event at %lld.%09ld\012"
drivers/power/supply/power_supply_core.c:672 [power_supply]power_supply_dev_release =_ "device: '%s': %s\012"
drivers/power/supply/power_supply_core.c:331 [power_supply]power_supply_am_i_supplied =_ "%s count %u err %d\012"
drivers/power/supply/power_supply_core.c:117 [power_supply]power_supply_changed =_ "%s\012"
drivers/power/supply/power_supply_core.c:81 [power_supply]power_supply_changed_work =_ "%s\012"
drivers/power/supply/power_supply_sysfs.c:372 [power_supply]power_supply_uevent =_ "prop %s=%s\012"
drivers/power/supply/power_supply_sysfs.c:335 [power_supply]power_supply_uevent =_ "POWER_SUPPLY_NAME=%s\012"
drivers/power/supply/power_supply_sysfs.c:331 [power_supply]power_supply_uevent =_ "No power supply yet\012"
drivers/power/supply/power_supply_sysfs.c:328 [power_supply]power_supply_uevent =_ "uevent\012"
drivers/power/supply/power_supply_sysfs.c:92 [power_supply]power_supply_show_property =_ "driver has no data for `%s' property\012"
drivers/power/supply/power_supply_leds.c:121 [power_supply]power_supply_update_gen_leds =_ "%s %d\012"
drivers/power/supply/power_supply_leds.c:31 [power_supply]power_supply_update_bat_leds =_ "%s %d\012"
drivers/hwmon/hwmon.c:724 [hwmon]hwmon_device_unregister =_ "hwmon_device_unregister() failed: bad class ID!\012"
drivers/thermal/thermal_core.c:454 [thermal_sys]update_temperature =_ "last_temperature=%d, current_temperature=%d\012"
drivers/thermal/thermal_core.c:451 [thermal_sys]update_temperature =_ "last_temperature N/A, current_temperature=%d\012"
drivers/thermal/thermal_helpers.c:194 [thermal_sys]thermal_cdev_update =_ "set to state %lu\012"
drivers/thermal/thermal_helpers.c:184 [thermal_sys]thermal_cdev_update =_ "zone%d->target=%lu\012"
drivers/thermal/thermal_helpers.c:154 [thermal_sys]thermal_zone_set_trips =_ "new temperature boundaries: %d < x < %d\012"
drivers/thermal/thermal_hwmon.c:252 [thermal_sys]thermal_remove_hwmon_sysfs =_ "temperature input lookup failed!\012"
drivers/thermal/thermal_hwmon.c:245 [thermal_sys]thermal_remove_hwmon_sysfs =_ "hwmon device lookup failed!\012"
drivers/thermal/step_wise.c:163 [thermal_sys]thermal_zone_trip_update =_ "old_target=%d, target=%d\012"
drivers/thermal/step_wise.c:152 [thermal_sys]thermal_zone_trip_update =_ "Trip%d[type=%d,temp=%d]:trend=%d,throttle=%d\012"
drivers/thermal/step_wise.c:64 [thermal_sys]get_target_state =_ "cur_state=%ld\012"
drivers/md/md.c:9226 [md_mod]autostart_arrays =_ "md: Scanned %d and added %d devices.\012"
drivers/md/md.c:8975 [md_mod]md_geninit =_ "md: sizeof(mdp_super_t) = %d\012"
drivers/md/md.c:8666 [md_mod]md_check_recovery =_ "md: %s in immediate safe mode\012"
drivers/md/md.c:8466 [md_mod]md_do_sync =_ "md: checkpointing %s of %s.\012"
drivers/md/md.c:8316 [md_mod]md_do_sync =_ "md: resuming %s of %s from checkpoint.\012"
drivers/md/md.c:8309 [md_mod]md_do_sync =_ "md: using %dk window, over a total of %lluk.\012"
drivers/md/md.c:8291 [md_mod]md_do_sync =_ "md: using maximum available idle IO bandwidth (but not more than %d KB/sec) for %s.\012"
drivers/md/md.c:8289 [md_mod]md_do_sync =_ "md: minimum _guaranteed_  speed: %d KB/sec/disk.\012"
drivers/md/md.c:7884 [md_mod]unregister_md_personality =_ "md: %s personality unregistered\012"
drivers/md/md.c:7874 [md_mod]register_md_personality =_ "md: %s personality registered for level %d\012"
drivers/md/md.c:7508 [md_mod]md_unregister_thread =_ "interrupting MD-thread pid %d\012"
drivers/md/md.c:7470 [md_mod]md_wakeup_thread =_ "md: waking up MD thread %s.\012"
drivers/md/md.c:7133 [md_mod]md_ioctl =_ "md: ioctl lock interrupted, reason %d, cmd %d\012"
drivers/md/md.c:6495 [md_mod]hot_remove_disk =_ "md: cannot remove active disk %s from %s ...\012"
drivers/md/md.c:6446 [md_mod]add_new_disk =_ "md: nonpersistent superblock ...\012"
drivers/md/md.c:6086 [md_mod]autorun_devices =_ "md: created %s\012"
drivers/md/md.c:6049 [md_mod]autorun_devices =_ "md:  adding %s ...\012"
drivers/md/md.c:6044 [md_mod]autorun_devices =_ "md: considering %s ...\012"
drivers/md/md.c:5708 [md_mod]restart_array =_ "md: %s switched to read-write mode.\012"
drivers/md/md.c:5341 [md_mod]md_alloc =_ "pointless warning\012"
drivers/md/md.c:5336 [md_mod]md_alloc =_ "md: cannot register %s/md - name in use\012"
drivers/md/md.c:2555 [md_mod]md_update_sb =_ "md: %s (skipping faulty)\012"
drivers/md/md.c:2543 [md_mod]md_update_sb =_ "md: (write) %s's sb offset: %llu\012"
drivers/md/md.c:2525 [md_mod]md_update_sb =_ "md: updating %s RAID superblock on device (in sync %d)\012"
drivers/md/md.c:2284 [md_mod]export_rdev =_ "md: export_rdev(%s)\012"
drivers/md/md.c:2234 [md_mod]unbind_rdev_from_array =_ "md: unbind<%s>\012"
drivers/md/md.c:2197 [md_mod]bind_rdev_to_array =_ "md: bind<%s>\012"
drivers/md/bitmap.c:1876 [md_mod]bitmap_create =_ "created bitmap (%lu pages) for device %s\012"
drivers/md/bitmap.c:1775 [md_mod]bitmap_wait_behind_writes =_ "md:%s: behind writes in progress - waiting to stop.\012"
drivers/md/bitmap.c:1467 [md_mod]bitmap_endwrite =_ "dec write-behind count %d/%lu\012"
drivers/md/bitmap.c:1406 [md_mod]bitmap_startwrite =_ "inc write-behind count %d/%lu\012"
drivers/md/bitmap.c:1168 [md_mod]bitmap_init_from_disk =_ "%s: bitmap initialized from disk: read %lu pages, set %lu of %lu bits\012"
drivers/md/bitmap.c:946 [md_mod]bitmap_file_set_bit =_ "set file bit %lu page %lu\012"
drivers/md/bitmap.c:615 [md_mod]bitmap_read_sb =_ "%s:%d bm slot: %d offset: %llu\012"
drivers/md/bitmap.c:543 [md_mod]bitmap_new_disk_sb =_ "Choosing daemon_sleep default (5 sec)\012"
drivers/md/bitmap.c:502 [md_mod]bitmap_print_sb =_ "max write behind: %d\012"
drivers/md/bitmap.c:501 [md_mod]bitmap_print_sb =_ "     sync size: %llu KB\012"
drivers/md/bitmap.c:499 [md_mod]bitmap_print_sb =_ "  daemon sleep: %ds\012"
drivers/md/bitmap.c:498 [md_mod]bitmap_print_sb =_ "     chunksize: %d B\012"
drivers/md/bitmap.c:497 [md_mod]bitmap_print_sb =_ "         state: %08x\012"
drivers/md/bitmap.c:496 [md_mod]bitmap_print_sb =_ "events cleared: %llu\012"
drivers/md/bitmap.c:494 [md_mod]bitmap_print_sb =_ "        events: %llu\012"
drivers/md/bitmap.c:492 [md_mod]bitmap_print_sb =_ "          uuid: %08x.%08x.%08x.%08x\012"
drivers/md/bitmap.c:487 [md_mod]bitmap_print_sb =_ "       version: %d\012"
drivers/md/bitmap.c:486 [md_mod]bitmap_print_sb =_ "         magic: %08x\012"
drivers/md/bitmap.c:485 [md_mod]bitmap_print_sb =_ "%s: bitmap file superblock:\012"
drivers/md/bitmap.c:369 [md_mod]read_page =_ "read bitmap file (%dB @ %llu)\012"
drivers/md/bitmap.c:93 [md_mod]bitmap_checkpage =_ "md/bitmap: map page allocation failed, hijacking\012"
drivers/md/dm.c:2356 [dm_mod]__dm_suspend =_ "%s: suspending with flush\012"
drivers/cpufreq/cpufreq.c:2555 [cpufreq]cpufreq_unregister_driver =_ "unregistering driver %s\012"
drivers/cpufreq/cpufreq.c:2523 [cpufreq]cpufreq_register_driver =_ "driver %s up and running\012"
drivers/cpufreq/cpufreq.c:2510 [cpufreq]cpufreq_register_driver =_ "%s: No CPU initialized for driver %s\012"
drivers/cpufreq/cpufreq.c:2478 [cpufreq]cpufreq_register_driver =_ "trying to register driver %s\012"
drivers/cpufreq/cpufreq.c:2308 [cpufreq]cpufreq_update_policy =_ "updating policy for CPU %u\012"
drivers/cpufreq/cpufreq.c:2276 [cpufreq]cpufreq_set_policy =_ "starting governor %s failed\012"
drivers/cpufreq/cpufreq.c:2269 [cpufreq]cpufreq_set_policy =_ "cpufreq: governor change\012"
drivers/cpufreq/cpufreq.c:2253 [cpufreq]cpufreq_set_policy =_ "governor switch\012"
drivers/cpufreq/cpufreq.c:2248 [cpufreq]cpufreq_set_policy =_ "cpufreq: governor limits update\012"
drivers/cpufreq/cpufreq.c:2243 [cpufreq]cpufreq_set_policy =_ "setting range\012"
drivers/cpufreq/cpufreq.c:2239 [cpufreq]cpufreq_set_policy =_ "new min and max freqs are %u - %u kHz\012"
drivers/cpufreq/cpufreq.c:2201 [cpufreq]cpufreq_set_policy =_ "setting new policy for CPU %u: %u - %u kHz\012"
drivers/cpufreq/cpufreq.c:2104 [cpufreq]cpufreq_governor_limits =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:2093 [cpufreq]cpufreq_stop_governor =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:2071 [cpufreq]cpufreq_start_governor =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:2053 [cpufreq]cpufreq_exit_governor =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:2035 [cpufreq]cpufreq_init_governor =_ "%s: for CPU %u\012"
drivers/cpufreq/cpufreq.c:1957 [cpufreq]__cpufreq_driver_target =_ "target for CPU %u: %u kHz, relation %u, requested %u kHz\012"
drivers/cpufreq/cpufreq.c:1913 [cpufreq]__target_index =_ "%s: cpu: %d, oldfreq: %u, new freq: %u\012"
drivers/cpufreq/cpufreq.c:1873 [cpufreq]__target_intermediate =_ "%s: cpu: %d, switching to intermediate freq: oldfreq: %u, intermediate freq: %u\012"
drivers/cpufreq/cpufreq.c:1682 [cpufreq]cpufreq_resume =_ "%s: Resuming Governors\012"
drivers/cpufreq/cpufreq.c:1645 [cpufreq]cpufreq_suspend =_ "%s: Suspending Governors\012"
drivers/cpufreq/cpufreq.c:1615 [cpufreq]cpufreq_generic_suspend =_ "%s: Setting suspend-freq: %u\012"
drivers/cpufreq/cpufreq.c:1610 [cpufreq]cpufreq_generic_suspend =_ "%s: suspend_freq not defined\012"
drivers/cpufreq/cpufreq.c:1585 [cpufreq]cpufreq_update_current_freq =_ "cpufreq: Driver did not initialize current freq\012"
drivers/cpufreq/cpufreq.c:1458 [cpufreq]cpufreq_out_of_sync =_ "Warning: CPU frequency out of sync: cpufreq and timing core thinks of %u, is %u kHz\012"
drivers/cpufreq/cpufreq.c:1367 [cpufreq]cpufreq_offline =_ "%s: No cpu_data found\012"
drivers/cpufreq/cpufreq.c:1363 [cpufreq]cpufreq_offline =_ "%s: unregistering CPU %u\012"
drivers/cpufreq/cpufreq.c:1342 [cpufreq]cpufreq_add_dev =_ "%s: adding CPU%u\012"
drivers/cpufreq/cpufreq.c:1313 [cpufreq]cpufreq_online =_ "initialization complete\012"
drivers/cpufreq/cpufreq.c:1206 [cpufreq]cpufreq_online =_ "initialization failed\012"
drivers/cpufreq/cpufreq.c:1177 [cpufreq]cpufreq_online =_ "%s: bringing CPU%u online\012"
drivers/cpufreq/cpufreq.c:1146 [cpufreq]cpufreq_policy_put_kobj =_ "wait complete\012"
drivers/cpufreq/cpufreq.c:1144 [cpufreq]cpufreq_policy_put_kobj =_ "waiting for dropping of refcount\012"
drivers/cpufreq/cpufreq.c:1076 [cpufreq]handle_update =_ "handle_update for cpu %u called\012"
drivers/cpufreq/cpufreq.c:1027 [cpufreq]cpufreq_init_policy =_ "Restoring governor %s for cpu %d\012"
drivers/cpufreq/cpufreq.c:975 [cpufreq]remove_cpu_dev_symlink =_ "%s: Removing symlink\012"
drivers/cpufreq/cpufreq.c:967 [cpufreq]add_cpu_dev_symlink =_ "%s: Adding symlink\012"
drivers/cpufreq/cpufreq.c:942 [cpufreq]cpufreq_sysfs_release =_ "last reference is dropped\012"
drivers/cpufreq/cpufreq.c:578 [cpufreq]store_boost =_ "%s: cpufreq BOOST %s\012"
drivers/cpufreq/cpufreq.c:339 [cpufreq]__cpufreq_notify_transition =_ "FREQ: %lu - CPU: %lu\012"
drivers/cpufreq/cpufreq.c:327 [cpufreq]__cpufreq_notify_transition =_ "Warning: CPU frequency is %u, cpufreq assumed %u kHz\012"
drivers/cpufreq/cpufreq.c:314 [cpufreq]__cpufreq_notify_transition =_ "notification %u of frequency transition to %u kHz\012"
drivers/cpufreq/freq_table.c:350 [freq_table]set_freq_table_sorted =_ "Freq table is sorted in %s order\012"
drivers/cpufreq/freq_table.c:334 [freq_table]set_freq_table_sorted =_ "Freq table is unsorted\012"
drivers/cpufreq/freq_table.c:324 [freq_table]set_freq_table_sorted =_ "Freq table is unsorted\012"
drivers/cpufreq/freq_table.c:216 [freq_table]cpufreq_frequency_table_get_index =_ "%s: Unable to find frequency table\012"
drivers/cpufreq/freq_table.c:205 [freq_table]cpufreq_table_index_unsorted =_ "target index is %u, freq is:%u kHz\012"
drivers/cpufreq/freq_table.c:134 [freq_table]cpufreq_table_index_unsorted =_ "request for target %u kHz (relation: %u) for cpu %u\012"
drivers/cpufreq/freq_table.c:97 [freq_table]cpufreq_frequency_table_verify =_ "verification lead to (%u - %u kHz) for cpu %u\012"
drivers/cpufreq/freq_table.c:75 [freq_table]cpufreq_frequency_table_verify =_ "request for verification of policy (%u - %u kHz) for cpu %u\012"
drivers/cpufreq/freq_table.c:51 [freq_table]cpufreq_frequency_table_cpuinfo =_ "table entry %u: %u kHz\012"
drivers/cpufreq/cpufreq_performance.c:21 [cpufreq_performance]cpufreq_gov_performance_limits =_ "setting to %u kHz\012"
drivers/cpufreq/cpufreq_userspace.c:109 [cpufreq_userspace]cpufreq_userspace_policy_limits =_ "limit event for cpu %u: %u - %u kHz, currently %u kHz, last set to %u kHz\012"
drivers/cpufreq/cpufreq_userspace.c:94 [cpufreq_userspace]cpufreq_userspace_policy_stop =_ "managing cpu %u stopped\012"
drivers/cpufreq/cpufreq_userspace.c:81 [cpufreq_userspace]cpufreq_userspace_policy_start =_ "started managing cpu %u\012"
drivers/cpufreq/cpufreq_userspace.c:37 [cpufreq_userspace]cpufreq_set =_ "cpufreq_set for cpu %u, freq %u kHz\012"
drivers/cpufreq/acpi-cpufreq.c:985 [acpi_cpufreq]acpi_cpufreq_exit =_ "acpi_cpufreq_exit\012"
drivers/cpufreq/acpi-cpufreq.c:964 [acpi_cpufreq]acpi_cpufreq_init =_ "CPB unsupported, do not expose it\012"
drivers/cpufreq/acpi-cpufreq.c:948 [acpi_cpufreq]acpi_cpufreq_init =_ "acpi_cpufreq_init\012"
drivers/cpufreq/acpi-cpufreq.c:878 [acpi_cpufreq]acpi_cpufreq_resume =_ "acpi_cpufreq_resume\012"
drivers/cpufreq/acpi-cpufreq.c:862 [acpi_cpufreq]acpi_cpufreq_cpu_exit =_ "acpi_cpufreq_cpu_exit\012"
drivers/cpufreq/acpi-cpufreq.c:832 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "     %cP%d: %d MHz, %d mW, %d uS\012"
drivers/cpufreq/acpi-cpufreq.c:826 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "CPU%u - ACPI performance management activated.\012"
drivers/cpufreq/acpi-cpufreq.c:757 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "Unknown addr space %d\012"
drivers/cpufreq/acpi-cpufreq.c:740 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "HARDWARE addr space\012"
drivers/cpufreq/acpi-cpufreq.c:734 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "SYSTEM IO addr space\012"
drivers/cpufreq/acpi-cpufreq.c:730 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "AMD K8 systems must use native drivers.\012"
drivers/cpufreq/acpi-cpufreq.c:716 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "No P-States\012"
drivers/cpufreq/acpi-cpufreq.c:655 [acpi_cpufreq]acpi_cpufreq_cpu_init =_ "acpi_cpufreq_cpu_init\012"
drivers/cpufreq/acpi-cpufreq.c:575 [acpi_cpufreq]acpi_cpufreq_early_init =_ "Memory allocation error for acpi_perf_data.\012"
drivers/cpufreq/acpi-cpufreq.c:571 [acpi_cpufreq]acpi_cpufreq_early_init =_ "acpi_cpufreq_early_init\012"
drivers/cpufreq/acpi-cpufreq.c:457 [acpi_cpufreq]acpi_cpufreq_target =_ "acpi_cpufreq_target failed (%d)\012"
drivers/cpufreq/acpi-cpufreq.c:439 [acpi_cpufreq]acpi_cpufreq_target =_ "Already at target state (P%d)\012"
drivers/cpufreq/acpi-cpufreq.c:435 [acpi_cpufreq]acpi_cpufreq_target =_ "Called after resume, resetting to P%d\012"
drivers/cpufreq/acpi-cpufreq.c:396 [acpi_cpufreq]get_cur_freq_on_cpu =_ "cur freq = %u\012"
drivers/cpufreq/acpi-cpufreq.c:376 [acpi_cpufreq]get_cur_freq_on_cpu =_ "get_cur_freq_on_cpu (%d)\012"
drivers/cpufreq/acpi-cpufreq.c:364 [acpi_cpufreq]get_cur_val =_ "get_cur_val = %u\012"
drivers/cpufreq/acpi-cpufreq.c:147 [acpi_cpufreq]set_boost =_ "Core Boosting %sabled.\012"
drivers/cpufreq/intel_pstate.c:1855 [intel_pstate]intel_pstate_stop_cpu =_ "CPU %d exiting\012"
drivers/cpufreq/intel_pstate.c:1826 [intel_pstate]intel_pstate_adjust_policy_max =_ "policy->max > max non turbo frequency\012"
drivers/cpufreq/intel_pstate.c:1792 [intel_pstate]intel_pstate_set_policy =_ "set_policy cpuinfo.max %u policy->max %u\012"
drivers/cpufreq/intel_pstate.c:1781 [intel_pstate]intel_pstate_update_perf_limits =_ "cpu:%d max_perf_ratio:%d min_perf_ratio:%d\012"
drivers/cpufreq/intel_pstate.c:1767 [intel_pstate]intel_pstate_update_perf_limits =_ "cpu:%d global_min:%d global_max:%d\012"
drivers/cpufreq/intel_pstate.c:1752 [intel_pstate]intel_pstate_update_perf_limits =_ "cpu:%d max_state %d min_policy_perf:%d max_policy_perf:%d\012"
drivers/cpufreq/intel_pstate.c:1682 [intel_pstate]intel_pstate_init_cpu =_ "controlling: cpu %d\012"
drivers/cpufreq/intel_pstate.c:1273 [intel_pstate]core_get_max_pstate =_ "max_pstate=TAC %x\012"
drivers/cpufreq/intel_pstate.c:1237 [intel_pstate]core_get_tdp_ratio =_ "tdp_ratio %x\012"
drivers/cpufreq/intel_pstate.c:424 [intel_pstate]intel_pstate_init_acpi_perf_limits =_ "_PPC limits will be enforced\012"
drivers/cpufreq/intel_pstate.c:406 [intel_pstate]intel_pstate_init_acpi_perf_limits =_ "     %cP%d: %u MHz, %u mW, 0x%x\012"
drivers/cpufreq/intel_pstate.c:400 [intel_pstate]intel_pstate_init_acpi_perf_limits =_ "CPU%u - ACPI _PSS perf data\012"
drivers/leds/led-class.c:306 [led_class]of_led_classdev_register =_ "Registered led device: %s\012"
drivers/firmware/dmi_scan.c:541 [dmi_scan]dmi_present =_ "SMBIOS version fixup (2.%d->2.%d)\012"
drivers/firmware/dmi_scan.c:537 [dmi_scan]dmi_present =_ "SMBIOS version fixup (2.%d->2.%d)\012"
drivers/hid/usbhid/hid-core.c:1592 [usbhid]hid_resume =_ "resume status %d\012"
drivers/hid/usbhid/hid-core.c:1578 [usbhid]hid_suspend =_ "suspend\012"
drivers/hid/usbhid/hid-core.c:239 [usbhid]usbhid_restart_ctrl_queue =_ "Kicking head %d tail %d"
drivers/hid/usbhid/hid-core.c:200 [usbhid]usbhid_restart_out_queue =_ "Kicking head %d tail %d"
drivers/hid/usbhid/hid-core.c:136 [usbhid]hid_reset =_ "resetting device\012"
drivers/hid/usbhid/hid-core.c:130 [usbhid]hid_reset =_ "clear-halt failed: %d\012"
drivers/hid/usbhid/hid-core.c:123 [usbhid]hid_reset =_ "clear halt\012"
drivers/hid/usbhid/hid-core.c:109 [usbhid]hid_retry_timeout =_ "retrying intr urb\012"
drivers/hid/usbhid/hid-pidff.c:1303 [usbhid]hid_pidff_init =_ "device memory size is %d bytes\012"
drivers/hid/usbhid/hid-pidff.c:1299 [usbhid]hid_pidff_init =_ "max simultaneous effects is %d\012"
drivers/hid/usbhid/hid-pidff.c:1292 [usbhid]hid_pidff_init =_ "max effects is %d\012"
drivers/hid/usbhid/hid-pidff.c:1267 [usbhid]hid_pidff_init =_ "reports not ok, aborting\012"
drivers/hid/usbhid/hid-pidff.c:1251 [usbhid]hid_pidff_init =_ "not a PID device, no output report\012"
drivers/hid/usbhid/hid-pidff.c:1248 [usbhid]hid_pidff_init =_ "starting pid init\012"
drivers/hid/usbhid/hid-pidff.c:1189 [usbhid]pidff_reset =_ "pid_pool requested again\012"
drivers/hid/usbhid/hid-pidff.c:955 [usbhid]pidff_find_special_fields =_ "search done\012"
drivers/hid/usbhid/hid-pidff.c:934 [usbhid]pidff_find_special_fields =_ "finding special fields\012"
drivers/hid/usbhid/hid-pidff.c:872 [usbhid]pidff_reports_ok =_ "%d missing\012"
drivers/hid/usbhid/hid-pidff.c:857 [usbhid]pidff_find_reports =_ "found usage 0x%02x from collection array\012"
drivers/hid/usbhid/hid-pidff.c:837 [usbhid]pidff_find_reports =_ "found usage 0x%02x from field->logical\012"
drivers/hid/usbhid/hid-pidff.c:799 [usbhid]pidff_find_fields =_ "failed to locate %d\012"
drivers/hid/usbhid/hid-pidff.c:787 [usbhid]pidff_find_fields =_ "found %d at %d->%d\012"
drivers/hid/usbhid/hid-pidff.c:780 [usbhid]pidff_find_fields =_ "maxusage and report_count do not match, skipping\012"
drivers/hid/usbhid/hid-pidff.c:714 [usbhid]pidff_upload_effect =_ "uploaded\012"
drivers/hid/usbhid/hid-pidff.c:551 [usbhid]pidff_erase_effect =_ "starting to erase %d/%d\012"
drivers/hid/usbhid/hid-pidff.c:492 [usbhid]pidff_request_effect_upload =_ "not enough memory free: %d bytes\012"
drivers/hid/usbhid/hid-pidff.c:485 [usbhid]pidff_request_effect_upload =_ "device reported free memory: %d bytes\012"
drivers/hid/usbhid/hid-pidff.c:477 [usbhid]pidff_request_effect_upload =_ "pid_block_load requested\012"
drivers/hid/usbhid/hid-pidff.c:470 [usbhid]pidff_request_effect_upload =_ "create_new_effect sent, type: %d\012"
drivers/hid/usbhid/hid-pidff.c:264 [usbhid]pidff_set_envelope_report =_ "attack %u => %d\012"
drivers/hid/usbhid/hid-pidff.c:238 [usbhid]pidff_set_signed =_ "calculated from %d to %d\012"
drivers/hid/usbhid/hid-pidff.c:223 [usbhid]pidff_set =_ "calculated from %d to %d\012"
drivers/mailbox/mailbox.c:321 [mailbox]mbox_request_channel =_ "%s: can't parse \042mboxes\042 property\012"
drivers/mailbox/mailbox.c:313 [mailbox]mbox_request_channel =_ "%s: No owner device node\012"
drivers/mailbox/pcc.c:610 [pcc]pcc_init =_ "Err creating PCC platform bundle\012"
drivers/mailbox/pcc.c:602 [pcc]pcc_init =_ "ACPI PCC probe failed.\012"
drivers/mailbox/pcc.c:345 [pcc]pcc_send_data =_ "pcc_send_data: Invalid mbox_chan passed\012"
drivers/mailbox/pcc.c:305 [pcc]pcc_mbox_free_channel =_ "pcc_mbox_free_channel: Invalid mbox_chan passed\012"
drivers/mailbox/pcc.c:154 [pcc]write_register =_ "Error: Cannot write register of %u bit width"
drivers/mailbox/pcc.c:128 [pcc]read_register =_ "Error: Cannot read register of %u bit width"
drivers/nvmem/core.c:494 [nvmem_core]nvmem_register =_ "Registering nvmem device %s\012"
sound/core/init.c:116 [snd]init_info_for_card =_ "unable to create card entry\012"
sound/core/control.c:1607 [snd]snd_ctl_ioctl =_ "unknown ioctl = 0x%x\012"
sound/core/device.c:156 [snd]snd_device_free =_ "device free %p (from %pS), not found\012"
sound/core/device.c:132 [snd]snd_device_disconnect =_ "device disconnect %p (from %pS), not found\012"
sound/core/timer.c:249 [snd_timer]snd_timer_open =_ "ALSA: timer: invalid slave class %i\012"
sound/core/seq/seq_clientmgr.c:2347 [snd_seq]snd_seq_kernel_client_ctl =_ "ALSA: seq unknown ioctl() 0x%x (type='%c', number=0x%02x)\012"
sound/core/seq/seq_clientmgr.c:801 [snd_seq]snd_seq_deliver_event =_ "ALSA: seq: too long delivery path (%d:%d->%d:%d)\012"
sound/core/seq/seq_clientmgr.c:125 [snd_seq]snd_seq_client_use_ptr =_ "ALSA: seq: oops. Trying to get pointer to client %d\012"
