NIS,Nº de ruedas,Ratio de pérdida,Año de consolidación,Último análisis
892501039,5,"0,147",2012,06/01/2014
825498757,4,"0,781",1998,11/01/2014
780836326,5,"0,798",2012,19/01/2014
646878321,3,"0,932",2001,09/01/2014
633547682,9,"0,615",2004,25/01/2014
807719136,4,"0,539",2011,01/01/2014
745647013,7,"0,545",2006,12/01/2014
600777571,9,"0,376",2005,15/01/2014
813156195,9,"0,339",2000,26/01/2014
794391532,7,"0,152",2005,21/01/2014
681283853,8,"0,144",2010,18/01/2014
718316761,8,"0,177",2008,07/01/2014
839083235,6,"0,745",2011,17/01/2014
783368118,2,"0,448",2012,02/01/2014
755289391,9,"0,039",2013,11/01/2014
737413664,6,"0,085",2006,31/01/2014
637601103,3,"0,921",2001,15/01/2014
654942759,5,"0,742",2007,29/01/2014
650181106,10,"0,389",2004,06/01/2014
826048312,4,"0,157",2007,11/01/2014
727988850,6,"0,613",1995,14/01/2014
656202186,3,"0,146",2012,07/01/2014
685157590,7,"0,628",2014,14/01/2014
866522148,10,"0,185",1996,29/01/2014
731011025,7,"0,070",2014,18/01/2014
636889865,1,"0,776",2005,03/01/2014
602473860,2,"0,037",2011,30/01/2014
612710340,8,"0,510",1998,11/01/2014
815975151,8,"0,188",1996,10/01/2014
674658197,2,"0,248",1998,05/01/2014
889309543,5,"0,338",1998,16/01/2014
736106421,7,"0,114",1996,12/01/2014
707964438,3,"0,859",2003,15/01/2014
893911384,6,"0,022",1995,07/01/2014
853554777,2,"0,146",2014,15/01/2014
808051936,2,"0,007",1995,06/01/2014
718177630,10,"0,159",2013,30/01/2014
813646852,4,"0,313",2010,24/01/2014
845261432,6,"0,008",2002,10/01/2014
865367392,4,"0,054",2008,21/01/2014
812002175,5,"0,976",2009,23/01/2014
823024777,10,"0,998",2009,29/01/2014
645077279,4,"0,115",1998,15/01/2014
605275379,2,"0,762",2001,09/01/2014
694205531,3,"0,130",1999,14/01/2014
626170124,7,"0,989",2008,11/01/2014
876470750,1,"0,883",2014,08/01/2014
790045841,8,"0,054",2013,15/01/2014
719743196,3,"0,371",2010,31/01/2014
758536563,7,"0,520",1997,07/01/2014
756225182,6,"0,811",2011,08/01/2014
835935440,3,"0,550",2013,11/01/2014
812327700,1,"0,408",2010,23/01/2014
682932080,1,"0,569",2012,15/01/2014
616667586,9,"0,337",2004,26/01/2014
716416336,7,"0,922",2006,06/01/2014
719900533,10,"0,858",2008,06/01/2014
890237793,9,"0,856",2002,10/01/2014
620858060,5,"0,638",2010,06/01/2014
610512004,6,"0,465",1995,12/01/2014
679988427,3,"0,526",2001,20/01/2014
863055250,5,"0,336",2009,23/01/2014
724978544,9,"0,514",2001,17/01/2014
849673171,10,"0,684",2002,31/01/2014
875555378,5,"0,595",2000,09/01/2014
616536081,8,"0,573",1996,04/01/2014
848565030,10,"0,020",2000,31/01/2014
869306408,4,"0,357",2013,04/01/2014
771489471,6,"0,383",1996,14/01/2014
796008510,10,"0,489",2000,26/01/2014
850742752,3,"0,829",2003,30/01/2014
705041405,7,"0,486",2008,31/01/2014
863478653,10,"0,227",1996,07/01/2014
813402204,3,"0,880",2007,23/01/2014
773170452,3,"0,847",2011,04/01/2014
806991153,5,"0,144",2009,10/01/2014
658592655,5,"0,246",2004,13/01/2014
756893449,4,"0,654",1997,02/01/2014
776735515,5,"0,574",2014,22/01/2014
625949219,2,"0,251",2005,02/01/2014
801839433,6,"0,833",2011,20/01/2014
787712661,6,"0,918",2012,21/01/2014
688850888,1,"0,007",2004,22/01/2014
697875661,9,"0,323",2004,29/01/2014
635222040,10,"0,181",2011,04/01/2014
607319419,9,"0,009",2012,04/01/2014
609923153,8,"0,563",2005,25/01/2014
893010822,5,"0,665",2011,27/01/2014
859548017,8,"0,797",1997,30/01/2014
701979663,6,"0,598",2013,07/01/2014
894030847,5,"0,017",2013,20/01/2014
737676850,10,"0,995",2012,26/01/2014
697309856,6,"0,874",1998,14/01/2014
800078498,3,"0,992",1999,15/01/2014
860309925,1,"0,444",2011,17/01/2014
774683586,8,"0,007",1995,05/01/2014
869608641,4,"0,843",1999,18/01/2014
635327548,8,"0,629",2007,06/01/2014
610494090,5,"0,855",2001,31/01/2014
764374341,5,"0,225",2001,19/01/2014
828606035,4,"0,009",1998,18/01/2014
782977917,6,"0,720",2007,31/01/2014
804624328,8,"0,603",2011,13/01/2014
898591269,9,"0,395",1998,25/01/2014
895065024,1,"0,133",2004,09/01/2014
851227750,1,"0,653",2007,24/01/2014
627333642,7,"0,248",2014,13/01/2014
848214878,5,"0,223",2007,07/01/2014
784445183,6,"0,408",2002,20/01/2014
737613749,9,"0,577",2009,09/01/2014
888720482,10,"0,817",2004,16/01/2014
636422474,1,"0,639",2008,04/01/2014
614438710,2,"0,207",2010,21/01/2014
821796493,6,"0,783",2008,25/01/2014
779911887,4,"0,653",2007,11/01/2014
647179906,1,"0,218",2013,15/01/2014
720819456,4,"0,719",2010,13/01/2014
818820771,7,"0,628",2007,20/01/2014
833911198,10,"0,139",1999,09/01/2014
890153553,1,"0,876",2009,20/01/2014
833445801,4,"0,824",2014,22/01/2014
726693421,5,"0,970",2010,01/01/2014
646184972,10,"0,472",2001,23/01/2014
606291397,7,"0,918",2013,22/01/2014
750216518,1,"0,477",2012,22/01/2014
703100535,9,"0,789",2009,02/01/2014
886328118,10,"0,263",2013,01/01/2014
884985338,6,"0,417",2012,09/01/2014
711680817,2,"0,260",2007,30/01/2014
715144602,5,"0,917",1999,11/01/2014
896452585,8,"0,313",2009,07/01/2014
718559366,9,"0,821",1999,11/01/2014
707881493,8,"0,094",2007,01/01/2014
610663387,8,"0,257",1998,03/01/2014
837625242,3,"0,973",2002,26/01/2014
825283328,8,"0,270",2004,07/01/2014
867477789,6,"0,677",2006,23/01/2014
866912275,5,"0,386",2014,03/01/2014
709171655,4,"0,066",1998,07/01/2014
884571590,10,"0,004",2010,10/01/2014
827460404,8,"0,960",2006,01/01/2014
657495856,3,"0,134",2007,23/01/2014
782760172,10,"0,599",2010,07/01/2014
730532944,2,"0,316",1995,06/01/2014
760818657,1,"0,097",1995,18/01/2014
716458944,6,"0,563",1996,23/01/2014
711374258,8,"0,033",2010,17/01/2014
816131003,5,"0,288",1999,18/01/2014
653003524,8,"0,373",2009,23/01/2014
762857579,2,"0,921",2013,18/01/2014
757529957,7,"0,070",1997,15/01/2014
739229647,6,"0,617",2009,25/01/2014
716440011,9,"0,735",2014,05/01/2014
634207129,8,"0,942",2001,09/01/2014
882263773,6,"0,362",2014,27/01/2014
608015443,8,"0,857",2007,09/01/2014
844481277,6,"0,906",2002,22/01/2014
674414221,5,"0,712",2008,22/01/2014
663352155,4,"0,540",2006,08/01/2014
838530252,9,"0,209",2006,19/01/2014
887991845,9,"0,410",2011,03/01/2014
878636597,9,"0,478",2011,11/01/2014
649729156,6,"0,632",1997,04/01/2014
804113379,3,"0,958",2006,03/01/2014
739827888,9,"0,613",2005,24/01/2014
708502950,10,"0,832",1998,20/01/2014
897083377,6,"0,564",2005,17/01/2014
689577015,9,"0,817",1995,18/01/2014
819088232,3,"0,963",2001,31/01/2014
748747435,7,"0,489",2005,14/01/2014
771675462,4,"0,151",2002,15/01/2014
613655869,10,"0,154",1999,19/01/2014
768845471,1,"0,768",2005,24/01/2014
714094054,4,"0,541",2007,12/01/2014
668192569,1,"0,736",2007,30/01/2014
744832157,8,"0,862",1996,21/01/2014
820590168,4,"0,421",1996,02/01/2014
621046478,3,"0,928",1996,09/01/2014
822675148,3,"0,024",2011,24/01/2014
687086304,8,"0,219",2006,02/01/2014
637356921,5,"0,860",2006,11/01/2014
805638392,2,"0,963",2004,12/01/2014
620967280,2,"0,012",2014,01/01/2014
725900882,1,"0,406",1996,19/01/2014
882297515,9,"0,338",2011,26/01/2014
873877511,10,"0,170",1995,29/01/2014
666260701,2,"0,738",1996,02/01/2014
791511455,7,"0,647",1996,30/01/2014
848154966,4,"0,193",2002,31/01/2014
836998803,4,"0,188",2009,29/01/2014
645363177,1,"0,676",1999,26/01/2014
708185279,10,"0,539",2012,09/01/2014
748573824,5,"0,571",2013,17/01/2014
898145657,4,"0,324",2011,08/01/2014
669840454,2,"0,886",2009,25/01/2014
887903988,10,"0,994",2013,27/01/2014
710065612,3,"0,124",2008,12/01/2014
630456120,10,"0,313",1996,24/01/2014
881578185,4,"0,340",1996,05/01/2014
857086119,7,"0,247",2004,02/01/2014
654485601,2,"0,521",1996,22/01/2014
818736986,4,"0,680",2004,13/01/2014
736813899,4,"0,930",2002,01/01/2014
876396433,1,"0,171",2007,24/01/2014
859105398,3,"0,822",2008,17/01/2014
775241484,4,"0,543",2007,01/01/2014
696150868,6,"0,446",2007,11/01/2014
682607970,2,"0,720",2003,19/01/2014
649635968,10,"0,931",2009,18/01/2014
782310900,7,"0,690",2004,05/01/2014
645102262,10,"0,412",2006,04/01/2014
649546864,7,"0,571",2009,05/01/2014
637706855,7,"0,592",2002,07/01/2014
834330721,6,"0,233",2010,14/01/2014
830230681,4,"0,793",2012,07/01/2014
868584477,8,"0,159",2000,05/01/2014
754602563,4,"0,872",2006,05/01/2014
766304046,10,"0,693",2010,08/01/2014
610726169,8,"0,053",1995,25/01/2014
749743574,7,"0,404",2011,13/01/2014
828306693,2,"0,295",2010,01/01/2014
893911472,5,"0,044",1999,19/01/2014
679679567,10,"0,519",1995,26/01/2014
622036951,9,"0,631",2000,11/01/2014
679609336,1,"0,558",2012,20/01/2014
718335153,10,"0,252",1997,20/01/2014
707661817,3,"0,793",1995,31/01/2014
826053358,1,"0,482",2013,24/01/2014
883715181,7,"0,116",2010,30/01/2014
680077585,8,"0,023",2014,20/01/2014
674533052,10,"0,093",2013,25/01/2014
630717029,2,"0,591",1997,23/01/2014
690018668,3,"0,099",1997,29/01/2014
805453003,5,"0,562",2007,09/01/2014
774338866,3,"0,740",2012,07/01/2014
743436423,6,"0,210",1998,10/01/2014
838413795,9,"0,946",2000,20/01/2014
898431839,9,"0,711",2006,06/01/2014
806019526,6,"0,442",1998,17/01/2014
683316002,7,"0,633",2011,15/01/2014
899316543,7,"0,223",1997,23/01/2014
638059862,7,"0,299",2012,05/01/2014
688978054,5,"0,952",2000,19/01/2014
867323800,10,"0,245",1997,07/01/2014
861195470,3,"0,688",2002,04/01/2014
844866535,10,"0,462",1996,20/01/2014
727470526,7,"0,726",1997,25/01/2014
868443547,7,"0,440",2002,01/01/2014
627835151,7,"0,608",2004,24/01/2014
727355880,8,"0,900",1997,21/01/2014
747179666,6,"0,088",2006,07/01/2014
663880880,10,"0,417",2010,29/01/2014
806218956,6,"0,333",1995,17/01/2014
741540544,8,"0,602",2007,21/01/2014
838684377,8,"0,632",2008,30/01/2014
608916996,6,"0,806",1999,14/01/2014
614953461,8,"0,751",2012,09/01/2014
864634951,5,"0,430",1996,04/01/2014
818071748,6,"0,731",2005,27/01/2014
860390266,2,"0,491",2007,21/01/2014
881864547,6,"0,846",2003,22/01/2014
803624774,2,"0,002",2000,12/01/2014
806992688,3,"0,299",2012,20/01/2014
778582936,5,"0,424",2006,27/01/2014
704506705,10,"0,785",2014,08/01/2014
644254308,10,"0,086",2003,10/01/2014
722817371,9,"0,075",2012,13/01/2014
891747400,6,"0,458",1999,30/01/2014
750385452,4,"0,523",2002,14/01/2014
721436288,7,"0,151",2003,28/01/2014
671246986,2,"0,176",2005,20/01/2014
692411833,1,"0,642",1996,04/01/2014
647434409,7,"0,948",1995,09/01/2014
837599252,5,"0,861",1995,30/01/2014
738457179,5,"0,526",2010,23/01/2014
719080729,3,"0,662",2012,02/01/2014
709636731,2,"0,272",1997,04/01/2014
867353261,2,"0,673",1999,21/01/2014
771456635,2,"0,208",2004,07/01/2014
722506728,2,"0,312",2007,22/01/2014
667569615,2,"0,233",2009,13/01/2014
711480280,1,"0,529",2001,03/01/2014
857927840,2,"0,551",2008,31/01/2014
856350170,9,"0,374",2009,14/01/2014
773034784,1,"0,961",2002,25/01/2014
639160459,5,"0,112",2000,10/01/2014
690823003,8,"0,827",2009,25/01/2014
723533518,7,"0,923",2012,03/01/2014
819011920,3,"0,774",2010,05/01/2014
701355172,10,"0,100",2002,13/01/2014
792077681,2,"0,053",2002,05/01/2014
773459044,2,"0,645",2012,12/01/2014
696417623,1,"0,470",2003,07/01/2014
893677480,4,"0,071",2006,05/01/2014
664135659,7,"0,307",2011,19/01/2014
669940052,6,"0,253",2008,02/01/2014
713006268,3,"0,045",2014,28/01/2014
806789307,7,"0,191",2014,09/01/2014
885550069,3,"0,354",2011,28/01/2014
641388506,9,"0,786",1995,22/01/2014
666852407,5,"0,484",2013,30/01/2014
832117903,9,"0,430",2004,05/01/2014
734287515,6,"0,363",2012,31/01/2014
854492231,10,"0,791",2008,02/01/2014
627745370,10,"0,941",1997,31/01/2014
856321572,4,"0,569",2014,03/01/2014
833911211,2,"0,577",2012,08/01/2014
845715832,6,"0,278",1998,20/01/2014
800862065,7,"0,919",2006,08/01/2014
754626168,10,"0,691",2008,21/01/2014
764686272,9,"0,919",1996,26/01/2014
880329997,2,"0,390",1996,14/01/2014
696519070,6,"0,150",2004,01/01/2014
784965663,9,"0,907",2008,09/01/2014
674085171,7,"0,507",2010,05/01/2014
634114646,8,"0,206",2004,07/01/2014
867226956,8,"0,202",1996,21/01/2014
815776790,10,"0,314",2004,16/01/2014
616995904,9,"0,249",2006,20/01/2014
606040231,5,"0,477",2007,21/01/2014
650632959,6,"0,527",1999,08/01/2014
813340797,5,"0,044",2014,11/01/2014
622662987,6,"0,608",2007,14/01/2014
791631379,1,"0,287",1995,17/01/2014
704696098,3,"0,948",2006,12/01/2014
747397861,9,"0,045",2014,23/01/2014
707968256,10,"0,109",2014,21/01/2014
860220194,1,"0,452",2011,12/01/2014
733143188,7,"0,555",1996,05/01/2014
821950182,8,"0,183",2009,10/01/2014
828716790,8,"0,341",2003,27/01/2014
832510977,1,"0,649",2014,28/01/2014
615517952,10,"0,488",1996,15/01/2014
826421659,5,"0,752",1995,29/01/2014
794296666,4,"0,321",1998,30/01/2014
776008200,7,"0,520",2014,29/01/2014
730750444,5,"0,669",2004,27/01/2014
770708354,9,"0,105",2006,05/01/2014
728101822,4,"0,961",2009,10/01/2014
794838732,2,"0,016",2006,16/01/2014
628582572,7,"0,020",1996,02/01/2014
636118508,7,"0,612",2003,26/01/2014
644080371,7,"0,674",1997,07/01/2014
798560664,4,"0,825",2000,09/01/2014
605617771,7,"0,902",2001,20/01/2014
739946352,10,"0,801",1995,16/01/2014
725075711,9,"0,303",2008,30/01/2014
611229804,10,"0,492",2004,30/01/2014
859833180,9,"0,289",2011,11/01/2014
715753613,8,"0,594",2003,04/01/2014
845559668,4,"0,583",2010,05/01/2014
884220320,10,"0,649",2010,27/01/2014
882506057,9,"0,390",1997,25/01/2014
883852432,7,"0,599",2011,04/01/2014
895773483,10,"0,373",2008,24/01/2014
716487187,5,"0,850",2009,30/01/2014
893901099,9,"0,833",2005,17/01/2014
810175917,5,"0,661",2012,15/01/2014
896693959,8,"0,465",1996,24/01/2014
697798889,7,"0,340",2005,24/01/2014
856477201,7,"0,268",1997,31/01/2014
662827834,10,"0,695",1995,10/01/2014
630130383,6,"0,313",2013,08/01/2014
826792978,9,"0,554",2000,02/01/2014
836843685,6,"0,045",2011,13/01/2014
616151931,5,"0,353",2007,27/01/2014
700663213,4,"0,706",1999,06/01/2014
770127610,6,"0,810",2013,12/01/2014
817254951,10,"0,276",1996,24/01/2014
763423661,6,"0,168",2011,14/01/2014
608764116,5,"0,980",2013,11/01/2014
732281897,7,"0,626",2003,10/01/2014
750046807,9,"0,703",1997,04/01/2014
891219129,4,"0,975",2014,23/01/2014
804162569,9,"0,929",2002,31/01/2014
665540562,2,"0,622",2005,13/01/2014
660388227,4,"0,400",2014,25/01/2014
786976387,9,"0,890",2010,31/01/2014
654447881,7,"0,629",2005,15/01/2014
613820267,1,"0,873",1997,22/01/2014
872888325,10,"0,847",2008,08/01/2014
604715592,8,"0,425",1999,15/01/2014
888244699,3,"0,646",2003,09/01/2014
804770380,2,"0,377",2009,24/01/2014
617850645,5,"0,588",1997,19/01/2014
829631024,10,"0,189",2012,13/01/2014
887070583,6,"0,185",2012,10/01/2014
859942449,8,"0,387",2002,24/01/2014
642382400,10,"0,486",2009,23/01/2014
865070375,2,"0,142",2003,31/01/2014
827759533,9,"0,360",2001,25/01/2014
639358134,6,"0,176",1998,24/01/2014
791493793,7,"0,819",2005,29/01/2014
670697679,4,"0,047",1998,15/01/2014
661649038,1,"0,704",1999,19/01/2014
852779050,7,"0,262",2003,11/01/2014
778099530,4,"0,476",2005,07/01/2014
736957381,10,"0,189",2010,21/01/2014
637975246,2,"0,133",2008,21/01/2014
600454938,2,"0,976",2014,31/01/2014
786158673,6,"0,972",2003,24/01/2014
662742766,10,"0,170",2009,26/01/2014
692903793,10,"0,633",2008,23/01/2014
744832898,6,"0,781",2014,18/01/2014
834879621,1,"0,846",2010,30/01/2014
691018813,4,"0,237",2010,24/01/2014
842149157,7,"0,958",2008,30/01/2014
778230103,4,"0,371",1995,25/01/2014
817018339,2,"0,276",2002,07/01/2014
886500855,3,"0,933",2013,18/01/2014
881963599,4,"0,786",2006,25/01/2014
646385537,5,"0,752",2000,21/01/2014
628734532,10,"0,797",2003,31/01/2014
830048151,10,"0,224",2007,21/01/2014
860587531,9,"0,844",1995,22/01/2014
784622442,6,"0,695",1999,20/01/2014
715557882,6,"0,757",2003,26/01/2014
734041607,9,"0,894",1995,31/01/2014
768386653,3,"0,430",2009,11/01/2014
618552419,8,"0,070",2014,01/01/2014
797511111,8,"0,536",2007,01/01/2014
635284522,10,"0,288",2000,19/01/2014
767354159,10,"0,912",2013,26/01/2014
601152302,8,"0,039",2007,03/01/2014
612321198,6,"0,792",2002,08/01/2014
655809177,6,"0,948",2014,28/01/2014
837113959,9,"0,065",2010,05/01/2014
887082323,10,"0,255",2012,04/01/2014
678673902,1,"0,191",2012,20/01/2014
823354465,9,"0,316",2002,11/01/2014
755893745,4,"0,852",2011,24/01/2014
645038401,8,"0,237",1998,12/01/2014
820424967,3,"0,310",2003,24/01/2014
601513369,9,"0,519",1995,11/01/2014
882911994,7,"0,837",2002,27/01/2014
670065142,6,"0,317",2013,06/01/2014
740883072,6,"0,743",1998,28/01/2014
614034494,3,"0,412",2002,06/01/2014
801750052,6,"0,951",2004,31/01/2014
824701749,9,"0,038",2004,23/01/2014
667502853,9,"0,868",1996,11/01/2014
670595082,7,"0,465",1995,03/01/2014
635395583,9,"0,991",2007,08/01/2014
880291115,8,"0,270",2002,29/01/2014
757558526,6,"0,354",2013,10/01/2014
820722958,5,"0,928",2008,25/01/2014
886039864,7,"0,349",2014,04/01/2014
683532090,10,"0,835",2014,08/01/2014
738708725,4,"0,593",2002,25/01/2014
720862264,5,"0,177",2012,09/01/2014
824914927,7,"0,951",2000,09/01/2014
735697745,1,"0,792",2012,12/01/2014
849340690,8,"0,555",1996,24/01/2014
834511101,10,"0,077",1999,23/01/2014
609412793,7,"0,866",2005,30/01/2014
860491930,9,"0,632",1995,21/01/2014
879085517,6,"0,305",2009,07/01/2014
824703730,10,"0,355",2006,31/01/2014
738313853,9,"0,977",2000,12/01/2014
756405525,4,"0,112",2010,27/01/2014
747278784,5,"0,427",2013,13/01/2014
770257775,7,"0,531",1996,01/01/2014
814155988,9,"0,249",2006,19/01/2014
738185856,7,"0,923",2005,11/01/2014
777282164,6,"0,921",2014,17/01/2014
797312839,5,"0,147",1996,18/01/2014
624641267,5,"0,031",2004,17/01/2014
805666480,3,"0,433",2011,14/01/2014
868025410,9,"0,812",1998,28/01/2014
651155253,5,"0,715",2000,12/01/2014
719737781,3,"0,200",2013,29/01/2014
612239453,2,"0,790",2002,14/01/2014
844932600,6,"0,962",2003,31/01/2014
777342990,10,"0,109",2011,30/01/2014
634872050,8,"0,644",1996,01/01/2014
888589548,7,"0,235",2007,20/01/2014
877223109,10,"0,862",2001,06/01/2014
893455126,8,"0,605",2005,16/01/2014
799833795,1,"0,517",2011,20/01/2014
785771249,2,"0,453",1999,14/01/2014
657776057,7,"0,424",2001,26/01/2014
798109936,1,"0,541",1995,15/01/2014
704443469,10,"0,752",1998,30/01/2014
695276445,3,"0,418",1996,06/01/2014
788427397,5,"0,856",2006,14/01/2014
694841859,4,"0,885",2012,19/01/2014
747397371,5,"0,929",2007,06/01/2014
669554071,3,"0,831",2002,29/01/2014
708028104,6,"0,792",2002,17/01/2014
682243774,8,"0,993",2002,09/01/2014
616651030,3,"0,879",2006,21/01/2014
659431643,9,"0,113",2012,20/01/2014
730176272,9,"0,344",1995,04/01/2014
738173281,8,"0,412",1997,14/01/2014
865479639,3,"0,398",2008,22/01/2014
790278090,4,"0,512",2001,18/01/2014
738090423,4,"0,286",2010,26/01/2014
886860321,10,"0,184",1996,06/01/2014
866181425,6,"0,567",2001,11/01/2014
646804158,5,"0,061",2013,29/01/2014
864621081,9,"0,930",2012,13/01/2014
838990629,8,"0,083",2010,01/01/2014
734375179,8,"0,920",2003,31/01/2014
858459427,2,"0,924",1995,21/01/2014
627245697,2,"0,657",2010,27/01/2014
659307212,9,"0,559",1998,27/01/2014
724148420,5,"0,718",2007,17/01/2014
782192011,9,"0,265",1999,13/01/2014
792369968,3,"0,120",2009,27/01/2014
790465452,2,"0,526",2004,16/01/2014
653341500,3,"0,285",2004,19/01/2014
721704479,10,"0,847",2002,19/01/2014
847745156,3,"0,880",2003,31/01/2014
863544563,7,"0,777",2008,24/01/2014
683182664,5,"0,776",2007,28/01/2014
617867335,8,"0,242",1995,20/01/2014
728277023,4,"0,837",2003,08/01/2014
704866691,10,"0,910",2006,26/01/2014
750358664,1,"0,189",2001,23/01/2014
822646702,2,"0,422",1995,19/01/2014
805327288,6,"0,619",2009,31/01/2014
821549141,6,"0,029",2003,10/01/2014
767912109,10,"0,937",2001,06/01/2014
698446678,7,"0,060",2004,05/01/2014
608554174,8,"0,168",2006,31/01/2014
865417486,7,"0,622",2013,12/01/2014
833012079,10,"0,233",2010,17/01/2014
647357223,4,"0,446",2010,02/01/2014
693848851,4,"0,878",2003,22/01/2014
609854439,5,"0,667",1996,15/01/2014
727719175,1,"0,315",2009,20/01/2014
700111864,10,"0,936",2010,25/01/2014
643693306,9,"0,053",2005,13/01/2014
806917738,9,"0,602",2014,14/01/2014
822853739,6,"0,997",2007,06/01/2014
887799082,2,"0,850",2003,12/01/2014
708322285,1,"0,605",2009,17/01/2014
790137610,2,"0,399",1995,26/01/2014
617583828,7,"0,705",2002,18/01/2014
827934957,1,"0,689",2009,23/01/2014
738279071,5,"0,643",2004,18/01/2014
600797118,1,"0,263",1998,26/01/2014
807190966,7,"0,804",2000,07/01/2014
858584540,1,"0,732",1999,30/01/2014
653158465,6,"0,733",2007,05/01/2014
622231488,3,"0,889",2000,14/01/2014
614049136,7,"0,318",2004,22/01/2014
723480892,7,"0,076",2011,05/01/2014
615764721,6,"0,477",2010,08/01/2014
770196675,4,"0,227",2001,24/01/2014
821443720,2,"0,122",2012,22/01/2014
682059586,7,"0,362",2013,21/01/2014
710416638,9,"0,171",2002,10/01/2014
635821425,1,"0,997",2013,07/01/2014
668559589,2,"0,974",2002,24/01/2014
728909436,5,"0,489",2008,22/01/2014
809503024,6,"0,193",2009,31/01/2014
899279432,3,"0,820",2007,29/01/2014
709372117,8,"0,825",2014,06/01/2014
723734176,1,"0,167",1995,08/01/2014
837496253,1,"0,159",2008,26/01/2014
742408573,8,"0,896",2006,06/01/2014
890203101,10,"0,651",2004,05/01/2014
817960512,1,"0,149",2002,01/01/2014
730850728,3,"0,679",2007,16/01/2014
899067025,2,"0,801",1996,24/01/2014
812939689,7,"0,935",2007,06/01/2014
873713777,10,"0,386",2004,11/01/2014
644317060,6,"0,507",2014,08/01/2014
775013908,4,"0,247",2001,07/01/2014
830139394,4,"0,021",2008,13/01/2014
812686539,9,"0,989",2009,03/01/2014
629808910,1,"0,121",2001,19/01/2014
679660913,4,"0,416",2005,26/01/2014
778467571,5,"0,284",2002,27/01/2014
733845458,10,"0,324",2001,23/01/2014
694404429,7,"0,378",2012,31/01/2014
606682284,5,"0,377",2013,31/01/2014
712293453,2,"0,291",2005,21/01/2014
807741924,4,"0,974",2010,16/01/2014
885065717,3,"0,379",2002,22/01/2014
666684769,2,"0,359",2003,16/01/2014
616480462,1,"0,398",1995,14/01/2014
730076360,4,"0,563",1997,31/01/2014
789092912,9,"0,518",2014,06/01/2014
615418602,4,"0,756",2003,12/01/2014
628972485,1,"0,889",2010,14/01/2014
728634957,1,"0,424",2011,21/01/2014
859372194,7,"0,178",2003,12/01/2014
773721153,3,"0,038",2002,04/01/2014
638799103,9,"0,553",1999,01/01/2014
631279878,1,"0,188",1999,03/01/2014
757850195,6,"0,376",2003,08/01/2014
760618584,6,"0,367",2000,08/01/2014
896026532,8,"0,931",2007,13/01/2014
611760192,8,"0,017",2003,24/01/2014
681276761,1,"0,483",2003,17/01/2014
806621783,6,"0,793",2001,10/01/2014
670063633,3,"0,400",2013,01/01/2014
656816303,8,"0,007",1996,20/01/2014
835247864,9,"0,861",2013,06/01/2014
839748468,8,"0,819",1998,17/01/2014
768484176,1,"0,877",2000,05/01/2014
652758702,10,"0,337",2004,29/01/2014
839516030,5,"0,769",2002,26/01/2014
732312772,5,"0,749",2011,14/01/2014
672767993,9,"0,038",2011,08/01/2014
772809650,2,"0,588",2010,01/01/2014
887271622,2,"0,362",2008,20/01/2014
749818830,8,"0,037",1998,27/01/2014
710165799,7,"0,168",2008,16/01/2014
609508587,7,"0,075",1998,03/01/2014
897302820,5,"0,172",2010,03/01/2014
757146322,2,"0,120",2005,31/01/2014
792961950,6,"0,200",1999,22/01/2014
747361474,8,"0,265",2010,20/01/2014
622030653,1,"0,629",2002,02/01/2014
664811145,3,"0,806",1998,16/01/2014
611890403,10,"0,178",2006,28/01/2014
733863755,1,"0,613",2009,18/01/2014
890962954,9,"0,647",1995,27/01/2014
870686553,9,"0,690",2005,09/01/2014
823746697,2,"0,988",2009,10/01/2014
734665199,5,"0,315",1997,23/01/2014
687365895,8,"0,121",2011,30/01/2014
795733493,5,"0,686",1995,25/01/2014
721919247,4,"0,623",2010,09/01/2014
732306045,1,"0,965",2014,06/01/2014
885707598,4,"0,445",2002,19/01/2014
692599675,7,"0,811",2014,24/01/2014
830026305,5,"0,086",2011,27/01/2014
812931179,2,"0,089",2004,09/01/2014
649732211,2,"0,988",1995,20/01/2014
690082500,7,"0,538",1995,19/01/2014
774385663,5,"0,036",2000,11/01/2014
717300236,3,"0,456",2007,13/01/2014
688739915,2,"0,540",2002,19/01/2014
612484553,1,"0,348",2004,28/01/2014
637053042,8,"0,203",2002,18/01/2014
817020688,1,"0,354",1998,16/01/2014
898747887,8,"0,180",1997,13/01/2014
632255945,1,"0,016",2012,18/01/2014
737842072,5,"0,508",2004,01/01/2014
664461389,4,"0,142",2010,18/01/2014
855349320,2,"0,000",1998,06/01/2014
695338614,2,"0,762",1998,20/01/2014
894321613,1,"0,028",2010,13/01/2014
700228367,2,"0,497",2009,15/01/2014
664407075,5,"0,067",2012,25/01/2014
667848251,2,"0,438",1995,07/01/2014
750766919,9,"0,053",2003,23/01/2014
601515656,9,"0,057",2004,11/01/2014
842690430,7,"0,427",2012,06/01/2014
892286635,5,"0,509",2007,26/01/2014
789222094,9,"0,689",1998,19/01/2014
654281869,3,"0,695",2011,15/01/2014
727457822,1,"0,396",2014,25/01/2014
874240821,1,"0,867",2012,22/01/2014
783481269,1,"0,262",2013,29/01/2014
681887513,9,"0,357",2011,05/01/2014
812331835,8,"0,562",2003,18/01/2014
733545229,5,"0,454",2004,04/01/2014
747837510,5,"0,144",1995,19/01/2014
687282679,8,"0,552",2004,01/01/2014
